Id,MedVal
4008,0.997
4009,1.237
4010,0.896
4011,3.293
4012,1.013
4013,2.143
4014,1.214
4015,1.426
4016,2.131
4017,2.481
4018,3.202
4019,3.397
4020,0.656
4021,2.25
4022,1.887
4023,1.152
4024,0.65
4025,0.96
4026,2.055
4027,2.642
4028,5.00001
4029,2.023
4030,2.78
4031,1.296
4032,3.152
4033,3.118
4034,2.625
4035,2.85
4036,0.859
4037,2.486
4038,2.308
4039,2.267
4040,1.375
4041,0.96
4042,1.774
4043,0.844
4044,3.127
4045,3.531
4046,3.617
4047,5.00001
4048,3.226
4049,1.411
4050,1.219
4051,2.308
4052,2.637
4053,3.536
4054,3.78
4055,1.174
4056,1.875
4057,2.086
4058,1.144
4059,3.643
4060,3.838
4061,1.652
4062,2.392
4063,1.927
4064,3.124
4065,0.585
4066,2.032
4067,2.263
4068,1.516
4069,1.967
4070,1.12
4071,4.89
4072,3.211
4073,1.694
4074,1.464
4075,3.156
4076,1.015
4077,1.765
4078,3.05
4079,1.344
4080,2.542
4081,2.449
4082,1.938
4083,2.146
4084,2.552
4085,1.61
4086,0.855
4087,2.761
4088,1.2
4089,1.627
4090,2.762
4091,1.25
4092,1.25
4093,2.49
4094,0.854
4095,1.863
4096,2.855
4097,1.465
4098,1.042
4099,0.413
4100,3.109
4101,5.00001
4102,3.7
4103,2.759
4104,5.00001
4105,1.519
4106,1.644
4107,1.567
4108,1.839
4109,1.795
4110,0.898
4111,1.7
4112,0.926
4113,2.258
4114,4.923
4115,2.531
4116,0.933
4117,1.67
4118,0.991
4119,5.00001
4120,0.953
4121,0.893
4122,2.105
4123,3.881
4124,0.625
4125,2.298
4126,2.904
4127,0.863
4128,0.974
4129,1.563
4130,1.702
4131,1.406
4132,0.63
4133,4.6
4134,5.00001
4135,1.386
4136,1.782
4137,1.396
4138,3.083
4139,0.71
4140,0.623
4141,1.2
4142,1.891
4143,1.863
4144,5.00001
4145,0.477
4146,1.625
4147,0.922
4148,1.797
4149,1.069
4150,4.126
4151,1.552
4152,2.708
4153,1.675
4154,2.639
4155,1.569
4156,1.625
4157,1.603
4158,2.854
4159,4.466
4160,1.567
4161,3.074
4162,3.186
4163,4.268
4164,1.264
4165,2.346
4166,1.944
4167,3.859
4168,0.686
4169,1.063
4170,5.00001
4171,2.199
4172,2.25
4173,3.691
4174,3.5
4175,0.495
4176,1.875
4177,4.2
4178,1.349
4179,3.75
4180,1.922
4181,2.719
4182,0.644
4183,1.712
4184,0.844
4185,1.772
4186,1.471
4187,0.575
4188,1.707
4189,2.399
4190,2.832
4191,2.526
4192,2.25
4193,0.813
4194,0.925
4195,0.678
4196,1.015
4197,1.598
4198,0.758
4199,1.182
4200,2.804
4201,1.607
4202,0.891
4203,1.949
4204,2.25
4205,2.118
4206,5.00001
4207,2.682
4208,0.984
4209,2.2
4210,1.598
4211,0.963
4212,1.088
4213,4.023
4214,0.938
4215,2.25
4216,3.313
4217,2.0
4218,2.472
4219,1.951
4220,2.411
4221,0.544
4222,2.693
4223,1.676
4224,1.091
4225,4.85
4226,1.516
4227,0.641
4228,2.278
4229,2.277
4230,0.552
4231,2.128
4232,1.934
4233,5.00001
4234,2.75
4235,3.615
4236,1.188
4237,1.755
4238,2.488
4239,1.897
4240,4.063
4241,2.143
4242,1.761
4243,1.873
4244,4.705
4245,0.956
4246,0.995
4247,1.392
4248,5.00001
4249,0.73
4250,3.363
4251,0.864
4252,1.429
4253,0.687
4254,1.839
4255,1.44
4256,0.7
4257,2.521
4258,0.944
4259,1.644
4260,0.94
4261,1.875
4262,1.443
4263,0.797
4264,4.459
4265,0.858
4266,0.613
4267,1.532
4268,1.868
4269,0.53
4270,1.046
4271,1.469
4272,1.625
4273,2.183
4274,0.867
4275,1.848
4276,0.903
4277,0.629
4278,0.725
4279,1.449
4280,0.504
4281,1.851
4282,2.306
4283,3.325
4284,2.983
4285,2.094
4286,1.926
4287,1.516
4288,2.725
4289,1.17
4290,0.993
4291,1.821
4292,2.929
4293,0.565
4294,0.44
4295,1.91
4296,3.558
4297,2.032
4298,3.902
4299,4.5
4300,2.908
4301,1.614
4302,1.012
4303,0.735
4304,1.583
4305,2.811
4306,3.567
4307,3.237
4308,2.082
4309,2.878
4310,5.00001
4311,1.665
4312,1.178
4313,3.426
4314,1.738
4315,3.346
4316,2.125
4317,2.173
4318,2.811
4319,1.215
4320,0.633
4321,0.86
4322,2.759
4323,1.721
4324,2.306
4325,3.198
4326,0.946
4327,2.173
4328,0.892
4329,1.876
4330,2.799
4331,2.831
4332,5.00001
4333,1.563
4334,1.678
4335,2.306
4336,1.063
4337,1.574
4338,2.5
4339,4.351
4340,2.472
4341,4.146
4342,1.191
4343,1.625
4344,2.833
4345,1.002
4346,3.833
4347,0.74
4348,3.772
4349,0.602
4350,0.764
4351,1.231
4352,0.818
4353,2.689
4354,2.162
4355,1.085
4356,1.477
4357,2.236
4358,0.798
4359,2.941
4360,3.462
4361,1.637
4362,2.526
4363,5.00001
4364,1.904
4365,2.494
4366,0.875
4367,1.634
4368,1.335
4369,1.542
4370,0.967
4371,1.588
4372,1.381
4373,0.719
4374,1.906
4375,1.659
4376,1.291
4377,3.521
4378,0.707
4379,1.778
4380,1.794
4381,3.047
4382,2.409
4383,1.227
4384,0.906
4385,0.906
4386,2.781
4387,1.125
4388,1.713
4389,3.109
4390,0.903
4391,0.983
4392,1.207
4393,2.324
4394,1.344
4395,0.713
4396,1.381
4397,0.897
4398,1.815
4399,0.98
4400,1.094
4401,0.75
4402,2.451
4403,1.128
4404,1.908
4405,1.492
4406,1.609
4407,2.183
4408,1.333
4409,0.774
4410,1.792
4411,1.521
4412,2.659
4413,3.116
4414,0.574
4415,0.986
4416,2.608
4417,2.39
4418,3.539
4419,2.125
4420,4.054
4421,0.904
4422,1.753
4423,3.596
4424,0.759
4425,5.00001
4426,3.195
4427,2.489
4428,3.119
4429,0.69
4430,0.797
4431,5.00001
4432,3.852
4433,2.19
4434,1.732
4435,1.027
4436,1.825
4437,0.986
4438,2.538
4439,2.147
4440,4.0
4441,3.169
4442,1.594
4443,2.322
4444,2.876
4445,1.656
4446,3.302
4447,2.875
4448,2.317
4449,2.205
4450,4.667
4451,1.767
4452,2.281
4453,0.875
4454,0.995
4455,0.774
4456,3.746
4457,0.6
4458,2.219
4459,0.579
4460,2.75
4461,2.317
4462,0.702
4463,2.044
4464,5.00001
4465,1.601
4466,0.811
4467,2.4
4468,0.825
4469,2.141
4470,1.646
4471,2.041
4472,0.821
4473,1.007
4474,3.757
4475,0.571
4476,3.179
4477,4.097
4478,1.72
4479,0.575
4480,1.26
4481,1.161
4482,2.514
4483,1.434
4484,5.00001
4485,0.967
4486,1.588
4487,1.375
4488,2.291
4489,1.888
4490,2.879
4491,4.578
4492,2.159
4493,1.031
4494,1.841
4495,2.135
4496,0.75
4497,1.813
4498,1.785
4499,5.00001
4500,2.233
4501,1.792
4502,1.255
4503,2.813
4504,0.698
4505,1.375
4506,2.167
4507,2.314
4508,2.917
4509,1.724
4510,2.309
4511,1.964
4512,1.25
4513,2.583
4514,1.837
4515,1.655
4516,1.821
4517,1.693
4518,2.121
4519,2.019
4520,2.822
4521,2.403
4522,5.00001
4523,2.087
4524,1.517
4525,0.844
4526,2.757
4527,1.804
4528,2.25
4529,1.95
4530,1.635
4531,0.956
4532,5.00001
4533,1.167
4534,1.453
4535,1.034
4536,2.75
4537,0.916
4538,5.00001
4539,1.246
4540,1.875
4541,2.415
4542,0.982
4543,2.542
4544,1.511
4545,0.508
4546,2.756
4547,2.674
4548,1.953
4549,5.00001
4550,3.671
4551,0.444
4552,4.045
4553,2.312
4554,3.676
4555,1.914
4556,2.385
4557,1.258
4558,2.323
4559,0.912
4560,1.234
4561,0.638
4562,3.409
4563,0.83
4564,1.177
4565,0.58
4566,2.917
4567,2.804
4568,3.037
4569,1.369
4570,1.356
4571,1.818
4572,2.595
4573,2.25
4574,1.059
4575,1.533
4576,2.848
4577,1.352
4578,1.37
4579,1.613
4580,2.23
4581,1.27
4582,0.997
4583,0.983
4584,1.5
4585,0.851
4586,1.688
4587,2.257
4588,2.025
4589,1.904
4590,1.911
4591,2.632
4592,1.057
4593,2.765
4594,1.792
4595,1.207
4596,0.738
4597,2.256
4598,2.809
4599,5.00001
4600,2.837
4601,2.932
4602,2.169
4603,1.917
4604,2.61
4605,4.093
4606,2.379
4607,2.21
4608,1.447
4609,3.07
4610,2.052
4611,0.831
4612,0.99
4613,2.125
4614,1.708
4615,2.972
4616,2.667
4617,1.111
4618,0.637
4619,1.208
4620,0.532
4621,1.453
4622,1.75
4623,1.944
4624,5.00001
4625,2.09
4626,2.0
4627,4.572
4628,1.658
4629,1.163
4630,0.742
4631,1.477
4632,2.156
4633,1.297
4634,1.129
4635,2.259
4636,2.77
4637,5.00001
4638,1.494
4639,1.443
4640,2.325
4641,1.778
4642,1.627
4643,1.478
4644,2.75
4645,1.563
4646,2.423
4647,0.983
4648,2.983
4649,0.967
4650,1.525
4651,0.95
4652,1.652
4653,2.671
4654,0.675
4655,2.613
4656,1.491
4657,0.834
4658,2.146
4659,1.573
4660,1.431
4661,1.527
4662,1.655
4663,2.389
4664,1.542
4665,0.824
4666,1.808
4667,5.00001
4668,1.786
4669,0.696
4670,2.875
4671,2.449
4672,1.439
4673,1.694
4674,1.613
4675,2.273
4676,2.319
4677,2.195
4678,1.833
4679,1.164
4680,1.75
4681,1.675
4682,2.514
4683,2.103
4684,1.375
4685,2.412
4686,2.681
4687,0.973
4688,1.565
4689,1.463
4690,3.038
4691,2.417
4692,0.942
4693,1.745
4694,0.725
4695,2.124
4696,1.063
4697,2.583
4698,1.894
4699,2.375
4700,0.897
4701,1.245
4702,3.391
4703,2.018
4704,2.095
4705,4.75
4706,1.721
4707,2.896
4708,1.813
4709,0.84
4710,0.75
4711,1.207
4712,3.013
4713,1.357
4714,2.575
4715,1.092
4716,4.0
4717,1.108
4718,3.046
4719,0.845
4720,2.042
4721,2.574
4722,1.603
4723,2.25
4724,1.618
4725,2.154
4726,1.667
4727,0.5
4728,1.358
4729,2.131
4730,2.75
4731,0.759
4732,1.875
4733,0.725
4734,0.845
4735,1.643
4736,2.25
4737,1.653
4738,0.618
4739,1.361
4740,1.368
4741,1.417
4742,3.679
4743,1.006
4744,2.907
4745,0.704
4746,0.842
4747,2.125
4748,1.943
4749,1.849
4750,2.642
4751,1.635
4752,1.466
4753,1.84
4754,1.669
4755,2.537
4756,2.603
4757,1.738
4758,0.656
4759,2.134
4760,2.625
4761,1.891
4762,1.2
4763,3.106
4764,0.893
4765,1.7
4766,1.615
4767,3.832
4768,0.685
4769,1.917
4770,0.806
4771,2.972
4772,1.558
4773,4.161
4774,4.052
4775,3.022
4776,0.952
4777,2.978
4778,0.918
4779,1.583
4780,5.00001
4781,4.029
4782,2.413
4783,1.127
4784,3.021
4785,3.683
4786,2.713
4787,5.00001
4788,2.04
4789,1.176
4790,1.546
4791,1.914
4792,4.629
4793,4.375
4794,0.648
4795,1.692
4796,1.884
4797,1.999
4798,2.75
4799,2.557
4800,1.967
4801,1.231
4802,2.019
4803,1.535
4804,5.00001
4805,1.801
4806,2.0
4807,1.951
4808,2.906
4809,1.869
4810,3.5
4811,1.216
4812,4.359
4813,5.00001
4814,2.431
4815,2.642
4816,2.667
4817,3.454
4818,0.824
4819,3.203
4820,3.197
4821,1.422
4822,1.685
4823,1.896
4824,0.912
4825,4.473
4826,1.906
4827,2.973
4828,1.732
4829,0.904
4830,0.875
4831,2.202
4832,3.768
4833,0.875
4834,0.925
4835,1.219
4836,1.932
4837,3.953
4838,2.1
4839,2.079
4840,2.489
4841,0.666
4842,1.795
4843,2.75
4844,1.072
4845,1.647
4846,4.054
4847,4.614
4848,1.607
4849,1.403
4850,1.019
4851,2.632
4852,1.328
4853,1.782
4854,0.567
4855,0.889
4856,1.165
4857,2.441
4858,2.168
4859,0.761
4860,2.463
4861,2.88
4862,2.335
4863,1.809
4864,1.661
4865,2.327
4866,2.228
4867,0.901
4868,1.608
4869,1.502
4870,3.125
4871,2.474
4872,1.152
4873,0.71
4874,1.125
4875,5.00001
4876,0.763
4877,2.5
4878,0.847
4879,1.894
4880,2.598
4881,1.114
4882,2.813
4883,0.959
4884,1.964
4885,5.00001
4886,1.161
4887,1.389
4888,1.468
4889,1.375
4890,2.538
4891,0.927
4892,1.65
4893,1.6
4894,3.804
4895,1.79
4896,2.675
4897,3.719
4898,2.5
4899,0.875
4900,2.588
4901,3.218
4902,2.014
4903,1.281
4904,1.928
4905,0.718
4906,2.268
4907,1.109
4908,1.583
4909,3.289
4910,0.804
4911,1.297
4912,2.288
4913,3.143
4914,3.275
4915,1.813
4916,2.49
4917,1.137
4918,2.62
4919,2.25
4920,0.613
4921,0.904
4922,1.924
4923,5.00001
4924,2.473
4925,1.044
4926,2.083
4927,2.551
4928,3.278
4929,4.836
4930,1.509
4931,1.072
4932,1.875
4933,1.79
4934,1.022
4935,1.919
4936,1.833
4937,1.0
4938,4.464
4939,0.478
4940,0.659
4941,3.547
4942,3.947
4943,1.409
4944,1.926
4945,5.00001
4946,1.75
4947,1.576
4948,2.798
4949,2.222
4950,1.629
4951,1.7
4952,3.844
4953,2.884
4954,5.00001
4955,2.138
4956,1.563
4957,0.9
4958,2.625
4959,0.525
4960,1.2
4961,0.76
4962,5.00001
4963,3.0
4964,0.993
4965,1.745
4966,2.25
4967,2.209
4968,2.535
4969,1.875
4970,3.295
4971,1.953
4972,2.088
4973,2.688
4974,4.043
4975,1.758
4976,2.209
4977,2.583
4978,1.563
4979,1.056
4980,3.007
4981,1.875
4982,1.313
4983,0.768
4984,1.256
4985,2.779
4986,2.643
4987,1.118
4988,1.632
4989,1.284
4990,1.528
4991,3.019
4992,5.00001
4993,1.776
4994,1.345
4995,1.322
4996,1.347
4997,2.583
4998,1.88
4999,0.609
5000,2.594
5001,1.426
5002,0.944
5003,2.8
5004,3.229
5005,2.402
5006,1.139
5007,2.086
5008,2.212
5009,1.553
5010,5.00001
5011,2.115
5012,0.675
5013,1.938
5014,2.241
5015,0.755
5016,1.375
5017,3.49
5018,0.463
5019,2.575
5020,0.515
5021,2.605
5022,1.765
5023,2.336
5024,2.442
5025,1.776
5026,1.566
5027,1.051
5028,3.186
5029,0.675
5030,3.315
5031,1.724
5032,2.861
5033,1.116
5034,1.361
5035,5.00001
5036,0.857
5037,2.593
5038,4.932
5039,3.036
5040,2.409
5041,0.72
5042,1.695
5043,1.583
5044,1.292
5045,1.035
5046,1.029
5047,1.821
5048,1.784
5049,1.677
5050,2.183
5051,2.219
5052,2.526
5053,0.725
5054,1.267
5055,2.29
5056,0.936
5057,1.389
5058,3.161
5059,1.135
5060,2.32
5061,0.96
5062,2.489
5063,0.905
5064,1.25
5065,2.375
5066,1.405
5067,3.657
5068,3.205
5069,1.35
5070,1.861
5071,3.141
5072,0.926
5073,1.795
5074,2.54
5075,0.675
5076,0.903
5077,1.152
5078,2.467
5079,1.813
5080,1.281
5081,2.356
5082,0.741
5083,2.62
5084,2.288
5085,0.792
5086,2.667
5087,2.089
5088,2.778
5089,0.997
5090,5.00001
5091,2.618
5092,1.625
5093,0.869
5094,2.328
5095,1.667
5096,3.068
5097,1.37
5098,1.333
5099,1.354
5100,1.463
5101,5.00001
5102,3.184
5103,0.792
5104,3.931
5105,1.846
5106,2.777
5107,2.521
5108,4.786
5109,2.375
5110,1.433
5111,2.4
5112,1.641
5113,3.773
5114,2.614
5115,0.554
5116,0.675
5117,1.49
5118,3.808
5119,2.674
5120,1.877
5121,1.549
5122,2.74
5123,3.514
5124,0.855
5125,3.938
5126,3.521
5127,5.00001
5128,1.75
5129,1.969
5130,1.775
5131,1.618
5132,1.759
5133,2.345
5134,2.128
5135,3.81
5136,2.487
5137,1.45
5138,2.65
5139,2.375
5140,2.35
5141,5.00001
5142,3.179
5143,1.184
5144,1.4
5145,2.745
5146,0.917
5147,1.032
5148,0.883
5149,2.817
5150,3.084
5151,0.713
5152,5.00001
5153,2.561
5154,2.25
5155,1.935
5156,5.00001
5157,1.743
5158,1.0
5159,2.348
5160,1.392
5161,1.208
5162,1.663
5163,1.954
5164,2.208
5165,3.076
5166,2.445
5167,1.083
5168,2.417
5169,1.966
5170,2.944
5171,0.758
5172,1.775
5173,2.058
5174,1.011
5175,3.506
5176,0.555
5177,2.17
5178,3.052
5179,1.378
5180,1.873
5181,1.922
5182,2.069
5183,2.785
5184,4.185
5185,3.446
5186,5.00001
5187,2.18
5188,1.844
5189,1.215
5190,1.55
5191,0.851
5192,5.00001
5193,3.0
5194,2.194
5195,1.813
5196,1.183
5197,1.849
5198,0.481
5199,0.539
5200,0.813
5201,0.55
5202,1.731
5203,1.793
5204,1.721
5205,1.625
5206,1.984
5207,0.995
5208,0.675
5209,2.063
5210,1.269
5211,1.644
5212,1.171
5213,0.95
5214,1.509
5215,0.906
5216,1.898
5217,1.247
5218,5.00001
5219,2.605
5220,2.095
5221,2.034
5222,2.718
5223,0.932
5224,1.925
5225,1.905
5226,2.132
5227,2.778
5228,2.299
5229,5.00001
5230,3.525
5231,1.189
5232,2.668
5233,3.26
5234,0.725
5235,1.975
5236,3.35
5237,3.115
5238,2.456
5239,1.214
5240,2.209
5241,2.5
5242,1.622
5243,2.004
5244,0.869
5245,1.185
5246,0.865
5247,0.847
5248,2.365
5249,1.188
5250,0.513
5251,3.5
5252,1.375
5253,2.963
5254,0.831
5255,2.684
5256,1.281
5257,1.742
5258,1.704
5259,1.888
5260,3.167
5261,3.442
5262,1.826
5263,1.222
5264,0.925
5265,3.389
5266,2.4
5267,0.927
5268,0.707
5269,1.604
5270,0.675
5271,4.461
5272,1.742
5273,1.406
5274,1.292
5275,1.792
5276,0.735
5277,2.631
5278,1.216
5279,1.869
5280,1.306
5281,1.771
5282,2.424
5283,1.375
5284,0.78
5285,1.561
5286,3.063
5287,1.991
5288,3.845
5289,1.604
5290,1.871
5291,0.875
5292,4.469
5293,3.96
5294,1.089
5295,4.635
5296,1.698
5297,1.485
5298,3.109
5299,1.844
5300,2.44
5301,0.675
5302,0.966
5303,1.585
5304,1.866
5305,1.25
5306,0.879
5307,1.193
5308,5.00001
5309,1.119
5310,2.815
5311,2.034
5312,0.976
5313,1.412
5314,1.273
5315,1.359
5316,2.313
5317,0.86
5318,2.399
5319,1.535
5320,1.748
5321,2.269
5322,3.821
5323,0.658
5324,1.609
5325,1.913
5326,1.196
5327,4.573
5328,1.926
5329,1.393
5330,2.404
5331,3.65
5332,5.00001
5333,1.462
5334,1.202
5335,2.402
5336,2.227
5337,2.355
5338,0.603
5339,1.976
5340,2.235
5341,1.375
5342,3.93
5343,0.831
5344,4.5
5345,5.00001
5346,1.467
5347,1.577
5348,1.249
5349,1.625
5350,2.042
5351,5.00001
5352,0.702
5353,2.153
5354,1.911
5355,1.995
5356,1.668
5357,0.441
5358,1.0
5359,1.008
5360,2.25
5361,1.486
5362,1.493
5363,2.952
5364,1.533
5365,1.121
5366,3.769
5367,3.76
5368,2.775
5369,2.296
5370,1.633
5371,0.584
5372,1.736
5373,0.958
5374,0.657
5375,2.0
5376,0.4
5377,2.808
5378,2.817
5379,1.922
5380,3.06
5381,1.866
5382,1.48
5383,3.14
5384,2.658
5385,1.458
5386,3.218
5387,4.255
5388,2.346
5389,0.905
5390,2.522
5391,3.339
5392,0.55
5393,2.479
5394,0.718
5395,1.632
5396,1.458
5397,0.908
5398,1.648
5399,4.772
5400,1.125
5401,3.5
5402,2.732
5403,2.328
5404,0.713
5405,1.05
5406,0.583
5407,1.589
5408,1.844
5409,2.181
5410,3.278
5411,1.797
5412,3.138
5413,0.757
5414,2.373
5415,1.402
5416,1.125
5417,0.878
5418,3.64
5419,1.55
5420,1.087
5421,1.406
5422,1.761
5423,1.875
5424,1.53
5425,1.436
5426,1.364
5427,4.259
5428,1.546
5429,1.684
5430,2.594
5431,0.898
5432,0.488
5433,1.013
5434,2.378
5435,0.95
5436,0.71
5437,0.623
5438,1.5
5439,0.973
5440,3.8
5441,2.36
5442,3.5
5443,3.031
5444,2.33
5445,1.593
5446,1.397
5447,0.769
5448,1.625
5449,1.192
5450,3.748
5451,2.75
5452,2.5
5453,0.8
5454,2.06
5455,2.256
5456,1.926
5457,4.141
5458,3.519
5459,0.82
5460,2.179
5461,1.831
5462,2.146
5463,2.725
5464,1.834
5465,0.647
5466,5.00001
5467,0.6
5468,1.503
5469,3.038
5470,0.771
5471,1.0
5472,1.204
5473,3.455
5474,1.708
5475,0.962
5476,1.873
5477,2.875
5478,2.442
5479,0.74
5480,1.125
5481,2.314
5482,1.353
5483,2.799
5484,1.448
5485,1.719
5486,1.884
5487,1.517
5488,2.225
5489,2.387
5490,2.326
5491,2.685
5492,1.119
5493,1.367
5494,1.92
5495,1.714
5496,1.497
5497,2.901
5498,3.159
5499,0.615
5500,1.25
5501,4.898
5502,1.421
5503,1.013
5504,2.198
5505,1.042
5506,2.833
5507,0.972
5508,5.00001
5509,3.932
5510,3.307
5511,1.797
5512,1.308
5513,1.306
5514,2.321
5515,1.55
5516,5.00001
5517,3.15
5518,0.655
5519,0.942
5520,0.942
5521,1.717
5522,0.602
5523,0.647
5524,3.208
5525,1.094
5526,1.626
5527,0.668
5528,0.729
5529,4.2
5530,1.5
5531,2.457
5532,1.238
5533,0.721
5534,1.36
5535,2.394
5536,0.767
5537,1.931
5538,2.008
5539,2.527
5540,4.5
5541,2.125
5542,2.141
5543,0.917
5544,3.521
5545,1.864
5546,1.625
5547,3.499
5548,0.961
5549,0.77
5550,4.417
5551,2.674
5552,0.946
5553,2.75
5554,1.907
5555,1.588
5556,2.023
5557,3.715
5558,2.056
5559,1.794
5560,1.855
5561,1.015
5562,4.153
5563,1.606
5564,1.083
5565,0.836
5566,0.5
5567,0.691
5568,1.306
5569,1.542
5570,1.438
5571,3.092
5572,0.987
5573,2.147
5574,0.533
5575,5.00001
5576,3.608
5577,1.635
5578,3.5
5579,5.00001
5580,3.255
5581,1.829
5582,2.333
5583,5.00001
5584,0.719
5585,1.403
5586,1.897
5587,5.00001
5588,1.02
5589,2.062
5590,1.754
5591,1.101
5592,1.805
5593,5.00001
5594,1.677
5595,1.573
5596,0.875
5597,1.417
5598,2.613
5599,2.433
5600,1.496
5601,5.00001
5602,4.167
5603,5.00001
5604,3.625
5605,4.068
5606,0.986
5607,1.371
5608,1.97
5609,2.613
5610,1.404
5611,1.275
5612,2.554
5613,3.336
5614,1.734
5615,1.65
5616,1.348
5617,0.721
5618,3.875
5619,1.443
5620,1.661
5621,3.72
5622,3.417
5623,0.982
5624,2.137
5625,1.012
5626,0.931
5627,2.792
5628,1.525
5629,1.653
5630,2.714
5631,2.413
5632,1.875
5633,2.269
5634,1.657
5635,1.839
5636,2.195
5637,2.984
5638,2.168
5639,0.87
5640,2.184
5641,3.741
5642,2.923
5643,3.24
5644,2.278
5645,5.00001
5646,0.579
5647,1.72
5648,1.293
5649,5.00001
5650,1.917
5651,0.641
5652,3.404
5653,2.891
5654,2.114
5655,0.883
5656,3.206
5657,1.151
5658,0.875
5659,5.00001
5660,2.667
5661,2.309
5662,5.00001
5663,1.981
5664,0.977
5665,1.096
5666,2.202
5667,5.00001
5668,0.577
5669,3.125
5670,2.139
5671,0.709
5672,1.752
5673,2.077
5674,1.569
5675,1.792
5676,2.633
5677,4.203
5678,2.375
5679,0.559
5680,1.52
5681,4.04
5682,2.181
5683,1.011
5684,1.543
5685,1.629
5686,2.625
5687,1.875
5688,3.182
5689,2.056
5690,1.836
5691,1.306
5692,3.309
5693,5.00001
5694,2.854
5695,2.257
5696,1.514
5697,2.19
5698,0.75
5699,1.531
5700,1.76
5701,5.00001
5702,2.675
5703,1.331
5704,1.416
5705,1.633
5706,0.85
5707,4.808
5708,1.125
5709,3.147
5710,1.875
5711,1.146
5712,0.776
5713,1.344
5714,1.875
5715,2.159
5716,2.697
5717,1.144
5718,2.758
5719,1.405
5720,3.058
5721,1.663
5722,0.836
5723,1.188
5724,2.691
5725,0.77
5726,4.602
5727,3.75
5728,1.225
5729,1.897
5730,2.167
5731,0.675
5732,3.448
5733,1.744
5734,1.031
5735,1.438
5736,0.646
5737,3.301
5738,1.016
5739,1.828
5740,1.734
5741,5.00001
5742,2.571
5743,3.37
5744,2.856
5745,3.5
5746,3.032
5747,1.5
5748,1.076
5749,1.297
5750,1.261
5751,1.156
5752,2.393
5753,1.286
5754,0.875
5755,2.221
5756,3.039
5757,1.533
5758,1.681
5759,1.092
5760,2.226
5761,2.5
5762,2.25
5763,2.05
5764,1.677
5765,1.841
5766,1.875
5767,2.215
5768,1.159
5769,1.778
5770,2.038
5771,2.131
5772,2.42
5773,3.086
5774,0.766
5775,1.809
5776,0.694
5777,1.92
5778,5.00001
5779,0.675
5780,2.269
5781,2.0
5782,1.612
5783,0.786
5784,2.574
5785,2.139
5786,0.787
5787,3.628
5788,1.023
5789,3.208
5790,2.991
5791,0.972
5792,1.265
5793,1.317
5794,1.567
5795,0.991
5796,3.029
5797,3.266
5798,3.429
5799,1.153
5800,2.713
5801,2.069
5802,1.027
5803,2.697
5804,1.245
5805,2.026
5806,1.54
5807,2.625
5808,1.173
5809,2.298
5810,1.087
5811,3.068
5812,2.091
5813,1.665
5814,4.163
5815,5.00001
5816,2.72
5817,1.875
5818,1.804
5819,1.922
5820,1.581
5821,3.804
5822,0.922
5823,0.366
5824,2.786
5825,4.12
5826,0.56
5827,2.484
5828,2.054
5829,2.455
5830,4.05
5831,0.963
5832,2.17
5833,1.864
5834,0.325
5835,3.03
5836,2.189
5837,0.995
5838,2.57
5839,1.503
5840,1.385
5841,1.178
5842,1.679
5843,1.434
5844,1.802
5845,0.544
5846,2.236
5847,1.334
5848,1.545
5849,2.481
5850,1.214
5851,2.958
5852,2.123
5853,1.599
5854,1.663
5855,1.585
5856,2.681
5857,0.813
5858,2.299
5859,0.778
5860,1.584
5861,1.522
5862,1.171
5863,1.299
5864,3.25
5865,1.935
5866,2.825
5867,2.042
5868,0.6
5869,2.866
5870,0.905
5871,1.139
5872,1.964
5873,1.026
5874,1.568
5875,1.379
5876,1.777
5877,0.788
5878,0.92
5879,5.00001
5880,3.926
5881,1.629
5882,1.668
5883,2.221
5884,0.757
5885,2.05
5886,3.5
5887,0.686
5888,1.983
5889,0.938
5890,1.375
5891,1.565
5892,0.695
5893,0.953
5894,1.979
5895,1.375
5896,2.75
5897,3.459
5898,1.237
5899,1.22
5900,1.528
5901,1.151
5902,3.156
5903,1.304
5904,2.615
5905,2.952
5906,5.00001
5907,2.199
5908,1.099
5909,5.00001
5910,0.868
5911,0.714
5912,1.411
5913,0.978
5914,1.567
5915,1.141
5916,1.517
5917,1.569
5918,2.25
5919,5.00001
5920,1.5
5921,2.583
5922,1.304
5923,1.518
5924,2.438
5925,2.341
5926,1.921
5927,2.082
5928,1.667
5929,1.654
5930,5.00001
5931,4.17
5932,1.483
5933,0.938
5934,0.906
5935,5.00001
5936,1.219
5937,2.676
5938,5.00001
5939,1.646
5940,0.467
5941,1.379
5942,1.17
5943,0.711
5944,0.872
5945,0.898
5946,1.142
5947,1.621
5948,2.436
5949,1.363
5950,1.231
5951,0.863
5952,1.361
5953,3.026
5954,1.775
5955,1.196
5956,1.455
5957,1.58
5958,2.226
5959,1.042
5960,1.189
5961,2.519
5962,1.542
5963,1.75
5964,2.667
5965,1.385
5966,4.425
5967,1.391
5968,1.244
5969,2.108
5970,0.934
5971,0.81
5972,1.556
5973,5.00001
5974,3.009
5975,0.698
5976,5.00001
5977,4.727
5978,3.089
5979,2.695
5980,3.112
5981,1.875
5982,1.824
5983,1.932
5984,3.018
5985,2.228
5986,2.75
5987,2.44
5988,1.678
5989,2.389
5990,2.264
5991,2.258
5992,1.479
5993,0.859
5994,2.277
